Id;PageItemID;XCoordinate;YCoordinate
764;1039;223,8602294922;718,1516723633
765;68;213,7364654541;730,3998413086
766;1063;136,5133361816;737,7488403320
767;280;187,9928741455;183,2510833740
768;268;622,8110351563;182,6492462158
769;272;322,9858703613;213,9503631592
770;273;342,6711425781;217,2999725342
771;311;359,3437500000;220,7988128662
772;275;376,5211486816;223,7999725342
773;267;641,3062744141;234,2010040283
774;271;662,6432495117;274,8001708984
775;239;118,5951080322;279,1006164551
776;252;687,0152587891;280,5990905762
777;251;707,2919921875;285,9978637695
778;252;720,1419677734;289,5978698730
779;301;736,3900756836;293,6001281738
780;254;351,9039611816;318,8480834961
781;266;377,5326538086;324,6490478516
782;270;580,8858032227;375,2503662109
783;269;581,2867431641;393,9488830566
784;713;622,3204956055;395,4989318848
785;119;633,9711303711;397,5508422852
786;262;582,4951171875;401,1506042480
787;264;584,2485351563;419,6507873535
788;702;238,7855377197;107,2004699707
789;555;209,4199523926;118,1499481201
790;531;342,7416687012;118,7497406006
791;553;211,0423889160;130,7512817383
792;222;250,7180175781;129,9978942871
793;557;212,0665435791;147,9012145996
794;1259;346,2348022461;148,5012969971
795;1260;346,1611938477;160,2512359619
796;72;242,6830291748;181,3994293213
797;1183;201,6165466309;187,6012268066
798;1203;331,0423889160;185,1012725830
799;1176;217,6106719971;193,8487701416
800;528;130,8360748291;198,8009796143
801;1201;300,3665161133;198,3012390137
802;529;60,1399040222;201,8999481201
803;527;89,1378707886;203,9496612549
804;525;107,3933181763;200,0985565186
805;223;326,7898864746;228,2999725342
806;1177;199,1106719971;249,6487579346
807;224;324,2898864746;249,5499725342
808;522;405,6360778809;259,8509521484
809;520;93,0399017334;283,3999328613
810;524;391,4819946289;287,0989990234
811;1173;241,5307159424;298,1491699219
812;627;389,9098205566;295,5014343262
813;1170;196,5830383301;303,0494384766
814;1171;210,2606811523;303,3987731934
815;1172;223,7106781006;302,5987854004
816;1174;257,6830139160;300,6494140625
817;1175;274,9330139160;299,5994262695
818;1168;140,8605804443;306,5485534668
819;259;227,8558044434;116,6501159668
820;56;170,4059600830;135,0002136230
821;293;464,0524291992;154,4514923096
822;289;611,8303833008;172,2999725342
823;274;393,8629150391;185,0992736816
824;253;445,1295776367;182,2493591309
825;258;688,8073120117;183,3505401611
826;286;419,5628967285;196,4992980957
827;312;438,5398864746;206,9499664307
828;276;454,4562988281;213,3511657715
829;245;228,4241333008;220,2514190674
830;714;245,5138702393;226,9988403320
831;288;466,3288879395;224,7498474121
832;24;177,2591400146;228,6993713379
833;291;247,6359710693;239,9994964600
834;282;630,5526733398;237,8519439697
835;279;660,9083251953;246,2494354248
836;285;637,7069091797;295,5500793457
837;276;652,2062377930;301,0511779785
838;281;378,1795654297;306,2493591309
839;290;416,5330200195;309,3994445801
840;312;665,3575439453;307,4502868652
841;287;394,8024291992;318,1015014648
842;283;690,2553710938;320,4019470215
843;261;285,7053527832;330,9519653320
844;259;735,7806396484;341,5011596680
845;906;744,0546264648;345,2513122559
846;114;752,7826538086;348,8499450684
847;263;470,6866760254;372,6499633789
848;265;473,7075195313;381,6002502441
849;258;342,3112487793;384,9491882324
850;714;601,1575317383;392,0502624512
851;284;632,4806518555;391,8011474609
852;120;613,7315063477;399,7005004883
853;921;733,2913818359;401,8002624512
854;56;678,3073730469;428,1494445801
855;24;658,9350585938;439,5487060547
856;296;661,9838867188;457,3018188477
857;477;573,1815185547;466,8005065918
858;556;339,2569580078;48,1000747681
859;19;339,7326354980;73,4500045776
860;554;268,8059387207;76,4502563477
861;558;269,3306579590;88,3511657715
862;463;335,6326293945;91,7000045776
863;564;338,4053344727;102,6519699097
864;563;337,1583557129;115,9494781494
865;562;340,5826416016;143,6499938965
866;11;258,5583496094;152,1994781494
867;994;384,1806640625;151,8511657715
868;566;425,8306579590;151,2511596680
869;102;481,3419799805;153,8978424072
870;974;227,3624267578;155,6016998291
871;976;521,7046508789;164,2013549805
872;979;550,5004882813;168,8012084961
873;559;333,0580139160;174,4000549316
874;55;590,8806152344;179,0507354736
875;998;335,3572998047;195,7496490479
876;983;463,3875427246;202,5498504639
877;464;263,6557617188;205,6010742188
878;584;326,1585998535;215,1987152100
879;596;464,4624328613;218,1016998291
880;997;323,1826171875;234,1499938965
881;247;406,4124450684;232,8516998291
882;992;663,2295532227;238,1015625000
883;246;520,1624755859;240,9016876221
884;993;555,1226806641;245,1518707275
885;436;615,4753417969;255,9496917725
886;433;499,7624206543;259,5017089844
887;523;370,5073547363;265,8495178223
888;121;636,1235961914;269,1500854492
889;1206;180,7801208496;274,3512573242
890;626;362,8313903809;274,3508605957
891;94;500,1083374023;272,2994689941
892;43;249,0568389893;278,7995300293
893;1181;234,7778778076;303,7510375977
894;295;259,6278686523;311,0494079590
895;1181;252,9792938232;313,4487304688
896;864;313,8069458008;319,6001281738
897;76;341,8291931152;329,0516967773
898;565;433,9806518555;333,6511840820
899;526;409,9748229980;341,7505798340
900;595;306,4354858398;345,4987487793
901;578;384,4046630859;349,3513488770
902;980;564,7758178711;361,3001098633
903;1166;157,1534729004;369,6492004395
904;1205;355,8039245605;369,1495666504
905;995;625,6735839844;371,5000610352
906;1179;177,5534820557;380,2991943359
907;552;390,8556823730;380,1993713379
908;996;668,2726440430;396,0018310547
909;1179;216,7786407471;401,2991943359
910;96;444,3499450684;401,1507263184
911;1166;228,3793029785;407,2987060547
912;434;456,5236206055;408,9502258301
913;28;511,7003173828;436,5500793457
914;505;196,9778900146;453,0510253906
915;1202;284,0293273926;483,8487243652
916;1204;321,5278625488;482,9010314941
917;1008;440,3383178711;143,7504577637
918;451;381,0883178711;216,1004333496
919;1007;456,2392272949;216,5492858887
920;414;374,2869567871;240,6996154785
921;893;466,9883117676;285,7004699707
922;945;493,1611022949;305,3514709473
923;830;391,1616821289;316,9015502930
924;871;405,3110961914;322,1514892578
925;459;479,1640014648;334,0499877930
926;10;478,7140197754;344,9500122070
927;945;334,6375427246;368,2497863770
928;459;333,3110961914;383,7514953613
929;475;393,6610107422;388,1518859863
930;929;48,1850509644;395,2510681152
931;885;432,3148193359;394,5490112305
932;10;332,2906494141;397,7485046387
933;869;50,3350524902;425,2510681152
934;928;261,9815063477;423,4494323730
935;962;260,2323303223;442,8995971680
936;959;47,8307723999;537,9500122070
937;970;387,7796936035;536,5994262695
938;960;460,6323242188;554,9495849609
939;898;51,7392311096;595,1492309570
940;692;394,3140258789;596,5000000000
941;900;394,8610839844;607,5514526367
942;890;256,0815124512;622,0493774414
943;901;49,5102195740;629,8516845703
944;419;258,7315063477;634,2993774414
945;936;212,0109863281;646,6518554688
946;570;361,3406677246;646,3984375000
947;958;255,6570281982;654,2001342773
948;886;92,1599044800;658,6519775391
949;420;210,6602325439;661,7517089844
950;467;156,4109954834;667,3018798828
951;571;390,7369689941;670,9995727539
952;25;210,6111755371;680,1488037109
953;951;525,9169921875;83,2003860474
954;955;412,2832031250;88,9993133545
955;938;471,7865905762;101,5998611450
956;967;724,0066528320;99,3000946045
957;877;265,1330261230;171,0494842529
958;859;716,7819824219;247,1490478516
959;15;560,0899047852;250,2500152588
960;516;158,9876098633;256,5014038086
961;513;139,0106811523;261,3988342285
962;1016;156,7628936768;267,1993103027
963;870;117,8899078369;271,5000000000
964;949;195,6330413818;278,0994873047
965;515;222,7399139404;280,2500000000
966;872;307,9598083496;286,2514648438
967;157;551,7332763672;304,3999328613
968;933;440,2605590820;311,7985839844
969;37;461,7272949219;336,0506896973
970;560;158,8180236816;342,9978942871
971;859;485,3832702637;343,3999328613
972;504;509,7332763672;350,0999145508
973;767;531,9830322266;356,3494567871
974;551;702,8670043945;359,7987670898
975;422;430,2771911621;364,3989562988
976;999;235,2003326416;369,5499572754
977;93;420,1260681152;375,1996765137
978;469;223,0754394531;380,2482910156
979;59;208,6254119873;388,8992614746
980;486;411,7433471680;396,6500244141
981;514;177,5098266602;403,6014404297
982;972;724,3433837891;428,7000122070
983;938;382,0865173340;443,1007080078
984;972;500,9993896484;445,8999633789
985;951;333,3665161133;468,3012695313
986;937;170,1148223877;79,7490310669
987;987;398,1599121094;106,6520309448
988;123;660,1823120117;112,3996276855
989;17;219,9093475342;122,2507934570
990;776;660,4815063477;141,1994171143
991;425;188,4140625000;148,5500946045
992;82;176,2906646729;156,5485229492
993;915;497,0640258789;167,8500213623
994;424;324,6850585938;191,2510528564
995;26;504,9892272949;201,3493041992
996;9;333,3599243164;204,8020172119
997;533;667,7322998047;213,6996307373
998;70;666,9815063477;225,4494171143
999;1075;665,8323364258;238,6496429443
1000;461;669,4891967773;251,3493041992
1001;20;669,7861328125;266,7496948242
1002;430;435,6850585938;270,9510803223
1003;89;423,7882690430;277,1491699219
1004;1074;563,9554443359;311,2484436035
1005;1069;589,3310546875;349,4001464844
1006;465;634,5598754883;348,7020263672
1007;129;657,7823486328;357,9496154785
1008;70;418,9315185547;376,5494079590
1009;533;406,3297729492;381,9509887695
1010;83;166,2883300781;396,9504699707
1011;426;159,4394531250;406,9992980957
1012;966;267,8630676270;419,5993957520
1013;18;145,0906677246;438,0984802246
1014;8;412,4315185547;460,3994140625
1015;143;422,6061096191;35,0010261536
1016;624;395,9783935547;51,0509719849
1017;5;213,2061157227;61,5010261536
1018;1219;260,7378540039;72,5497131348
1019;240;622,2680664063;80,7009963989
1020;7;124,3598175049;104,3514556885
1021;1218;248,6355438232;108,0505371094
1022;943;554,3634033203;134,0002899170
1023;948;585,3093261719;138,3508300781
1024;14;469,8923950195;160,2513275146
1025;964;481,0933532715;171,3000030518
1026;14;468,3180236816;196,6010284424
1027;423;417,0199584961;200,6999969482
1028;543;701,8424072266;205,8513336182
1029;79;419,9129028320;213,1993103027
1030;53;707,4680786133;213,8010101318
1031;423;656,6279296875;230,4493560791
1032;1113;251,9128875732;248,6993103027
1033;947;417,4458007813;259,0001220703
1034;79;496,0106811523;320,6988220215
1035;423;477,9699401855;329,3499755859
1036;881;414,9699401855;341,3499755859
1037;14;396,8098449707;360,9452209473
1038;588;256,2360839844;14,2010002136
1039;592;274,0066528320;45,8000679016
1040;593;227,6355438232;50,8005027771
1041;591;231,2111663818;63,2012481689
1042;1192;451,5847778320;68,7012939453
1043;491;334,4146423340;85,9996185303
1044;589;290,3611755371;92,9512481689
1045;492;305,0628967285;93,8993301392
1046;1193;451,1117553711;90,3982238770
1047;590;181,2360687256;105,6510086060
1048;118;279,5106811523;107,7988281250
1049;1191;450,4355468750;113,8005371094
1050;490;431,9831848145;129,3993072510
1051;1194;449,9855346680;139,0005493164
1052;625;449,1340637207;176,4503936768
1053;151;213,7617340088;186,6482238770
1054;499;448,5899047852;190,7500152588
1055;147;522,8106079102;197,1985626221
1056;166;436,7098083496;208,6014556885
1057;860;437,3611755371;229,4012603760
1058;532;696,9340820313;235,2504119873
1059;1018;366,9226379395;251,3485565186
1060;1032;438,4129028320;253,4993286133
1061;1072;465,3134155273;264,8002929688
1062;1080;532,6355590820;320,7005310059
1063;1187;501,7433471680;336,2000122070
1064;1025;173,7847900391;339,6513061523
1065;1021;428,6629028320;348,3993225098
1066;1079;464,0111694336;354,9993286133
1067;1023;429,4611816406;364,0012207031
1068;1188;564,6264648438;363,9004516602
1069;1018;347,9680480957;381,9010009766
1070;1022;429,4129028320;384,5492858887
1071;1190;686,3424072266;386,8012695313
1072;1029;429,2629089355;407,5993041992
1073;1186;522,4447021484;420,5496520996
1074;1185;499,6447143555;431,1996765137
1075;1020;429,2111816406;437,4512329102
1076;583;482,7933654785;437,3500061035
1077;1024;534,1566772461;462,0501098633
1078;1021;429,9376220703;467,9514160156
1079;108;430,3399047852;481,9999694824
1080;510;382,8505859375;196,3988494873
1081;500;207,9000701904;212,8006286621
1082;511;387,3010559082;249,3988952637
1083;398;399,9010620117;275,1988830566
1084;512;348,0503540039;339,2494506836
1085;399;114,9569854736;376,7008056641
1086;407;373,1098937988;171,4978179932
1087;412;171,1878204346;221,5489349365
1088;417;517,4332885742;250,0016937256
1089;413;270,8593444824;271,0012817383
1090;587;344,7088623047;303,1500549316
1091;406;215,5362854004;387,6496887207
1092;403;441,2114868164;417,2485961914
1093;409;214,6342163086;563,5498046875
1094;393;314,6550903320;666,1513671875
1095;579;623,7169799805;70,6004104614
1096;580;209,1933441162;79,8500213623
1097;1;438,4370422363;86,4507141113
1098;1213;210,3933410645;118,5000152588
1099;472;648,6165161133;124,0012969971
1100;472;458,3424072266;145,8513336182
1101;1212;212,3665161133;149,4494781494
1102;1043;679,1423950195;182,9513092041
1103;1043;494,4189453125;204,9997406006
1104;1043;685,9923706055;283,0013122559
1105;582;424,7680358887;321,0509643555
1106;581;384,7416687012;338,7997436523
1107;691;720,2111816406;355,8512268066
1108;672;461,0847778320;360,0512695313
1109;722;409,5307312012;377,3492126465
1110;780;687,5831909180;374,9492797852
1111;671;380,7378540039;385,7496948242
1112;673;308,0355529785;407,8005065918
1113;478;278,8355407715;416,2005310059
1114;1078;576,9390869141;419,3504638672
1115;773;233,9855346680;429,8005065918
1116;775;687,9340820313;440,1003723145
1117;394;576,2606811523;444,5487976074
1118;774;688,4111938477;452,5993347168
1119;868;231,3376159668;112,4013442993
1120;458;189,3847961426;120,8012695313
1121;1144;158,7866973877;125,6999359131
1122;923;175,3598175049;124,1513824463
1123;1124;464,9876098633;143,9513244629
1124;214;346,7117614746;150,5481872559
1125;22;181,6611633301;193,0012359619
1126;476;271,4146423340;193,9995880127
1127;446;209,1899108887;208,5999603271
1128;454;323,5111694336;210,2011871338
1129;173;309,7111816406;216,2011871338
1130;1002;502,1611938477;216,0512237549
1131;1017;446,4366760254;234,8999481201
1132;250;412,8783874512;240,2009277344
1133;446;290,2646484375;259,2496032715
1134;84;306,3307189941;268,1491699219
1135;150;425,8424072266;265,8512573242
1136;1157;299,3098144531;308,7013854980
1137;392;133,7330322266;355,2494201660
1138;897;425,3424072266;391,1512451172
1139;405;134,3330383301;404,0994262695
1140;585;310,7508544922;404,6013488770
1141;585;456,4508666992;412,5013427734
1142;452;342,0832824707;429,2998962402
1143;172;355,7832641602;428,4498901367
1144;13;501,7923889160;445,0012512207
1145;991;497,8370666504;476,2006835938
1146;452;286,2330322266;501,1994323730
1147;206;266,2605590820;504,7985534668
1148;879;338,5924072266;540,6512451172
1149;700;487,4665222168;553,0012207031
1150;874;254,8611755371;574,7492675781
1151;77;486,3933715820;574,1499633789
1152;213;478,5847778320;621,4012451172
1153;1116;128,5923919678;631,0012207031
1154;493;413,2129211426;636,8992309570
1155;1015;478,4111938477;638,7011718750
1156;1117;312,3830261230;643,4993896484
1157;1148;373,0106811523;649,9987792969
1158;207;340,9330139160;659,9494018555
1159;1147;316,1831970215;665,5993041992
1160;249;503,5111694336;679,0011596680
1161;457;490,4629211426;684,9992065430
1162;457;475,1398925781;701,0999145508
1163;249;475,3629150391;713,4492187500
1164;895;333,0140075684;92,7500152588
1165;884;188,0146484375;127,7495880127
1166;85;143,1899108887;138,2999725342
1167;876;123,0360717773;144,9009552002
1168;884;371,0628967285;146,9492492676
1169;427;140,1819915771;150,0490112305
1170;941;97,7876129150;154,1513366699
1171;941;64,3399047852;165,2999725342
1172;887;162,2899017334;194,3499603271
1173;896;369,0876159668;193,1513366699
1174;907;43,1876144409;232,7513732910
1175;85;136,2004394531;269,6499328613
1176;146;142,0238647461;350,8999023438
1177;1221;191,1016998291;351,8491210938
1178;1222;159,2230834961;363,0002746582
1179;1145;119,5247955322;376,6997680664
1180;149;297,6005249023;377,3997192383
1181;1149;392,3117370605;380,7981872559
1182;144;79,2738647461;390,0999145508
1183;1151;357,8111877441;390,4011840820
1184;1214;347,0502014160;407,3495788574
1185;1150;485,1819763184;412,3989868164
1186;66;274,7653198242;426,5502624512
1187;444;302,6000671387;432,1996459961
1188;1152;474,1111755371;429,4011840820
1189;255;311,6919860840;439,8500061035
1190;4;465,4605712891;440,3485412598
1191;1223;138,8477478027;447,2522583008
1192;6;198,1257629395;462,9008789063
1193;1118;254,7502288818;478,0999450684
1194;1146;63,5499420166;485,1499328613
1195;1215;361,3746643066;488,0499877930
1196;1119;114,9008483887;493,5491027832
1197;1216;336,1007385254;493,1989135742
1198;1112;371,4014587402;507,5989379883
1199;3;288,9752502441;510,2497558594
1200;1049;488,8127136230;534,8001708984
1201;1155;385,4990234375;576,7000732422
1202;1156;385,8013305664;587,6498413086
1203;1030;474,3000183105;595,2006835938
1204;1115;444,9017028809;604,6990966797
1205;1220;422,0990295410;612,7000732422
1206;882;408,7738647461;617,2998046875
1207;1114;298,5006713867;625,8998413086
1208;395;383,0477294922;626,6522216797
1209;1153;324,1756896973;632,7502441406
1210;834;417,8452148438;206,6475677490
1211;786;299,2741088867;116,2975082397
1212;786;365,1475219727;133,9001617432
1213;786;224,5792083740;405,0989990234
1214;1197;170,8850555420;342,2503051758
1215;975;350,0468139648;686,2999267578
1216;680;441,1966552734;171,9000244141
1217;680;439,6850585938;243,6503601074
1218;243;493,5066528320;165,4488830566
1219;1067;178,8610992432;273,8014831543
1220;1068;438,7875366211;304,2997741699
1221;1066;324,7099304199;317,5020141602
1222;572;93,0399017334;283,3999328613
1223;971;387,7796936035;536,5994262695
1224;899;51,7392311096;595,1492309570
1225;952;525,9169921875;83,2003860474
1226;1009;525,9169921875;83,2003860474
1227;1010;525,9169921875;83,2003860474
1228;939;471,7865905762;101,5998611450
1229;940;471,7865905762;101,5998611450
1230;954;471,7865905762;101,5998611450
1231;1000;117,8899078369;271,5000000000
1232;561;158,8180236816;342,9978942871
1233;858;509,7332763672;350,0999145508
1234;973;724,3433837891;428,7000122070
1235;939;382,0865173340;443,1007080078
1236;940;382,0865173340;443,1007080078
1237;954;382,0865173340;443,1007080078
1238;973;500,9993896484;445,8999633789
1239;952;333,3665161133;468,3012695313
1240;1009;333,3665161133;468,3012695313
1241;1010;333,3665161133;468,3012695313
1242;1073;465,3134155273;264,8002929688
1243;1081;482,7933654785;437,3500061035
1244;518;207,9000701904;212,8006286621
1245;402;114,9569854736;376,7008056641
1246;410;114,9569854736;376,7008056641
1247;574;114,9569854736;376,7008056641
1248;594;438,4370422363;86,4507141113
1249;852;687,9340820313;440,1003723145
1250;498;133,7330322266;355,2494201660
1251;1224;497,8370666504;476,2006835938
1252;1158;297,6005249023;377,3997192383
1253;1160;465,4605712891;440,3485412598
1254;1159;198,1257629395;462,9008789063
1255;1217;336,1007385254;493,1989135742
1256;1154;288,9752502441;510,2497558594
