Id;SectionId;PartId;ParentSectionPartsId;PageNumber;Additional_Info;Quantity;Remarks
2282;1085;479;;80;;1;
2283;1086;1274;;80;;1;
2284;1086;1274;;80;;1;
2285;1087;740;;82;;2;Not illustrated
2286;1087;740;;82;;2;Not illustrated
2287;1088;1145;;82;;1;Coil and tool tray attachment, rear.
2288;1088;1145;;82;;1;Coil and tool tray attachment, rear.
2289;1088;1010;;82;headlamp - CANADA ONLY (Not illustrated) ;1;Lucas
2290;1088;1010;;82;headlamp - CANADA ONLY (Not illustrated) ;1;Lucas
2291;1089;17;;82;;1;Coil and tool tray attachment, rear.
2292;1089;17;;82;;1;Coil and tool tray attachment, rear.
2293;1090;83;;82;;1;Coil and tool tray attachment, rear.
2294;1090;83;;82;;1;Coil and tool tray attachment, rear.
2295;1091;784;;82;;1;Coil and tool tray attachment, rear.
2296;1091;784;;82;;1;Coil and tool tray attachment, rear.
2297;1092;977;;82;wiring harness;2;
2298;1092;977;;82;wiring harness;2;
2299;1093;140;;82;;2;
2300;1093;140;;82;;2;
2301;1094;998;;82;;2;
2302;1094;998;;82;;2;
2303;1095;1301;;82;;1;
2304;1095;1301;;82;;1;
2305;1096;971;;82;;1;
2306;1096;971;;82;;1;
2307;1097;676;;82;;2;
2308;1097;676;;82;;2;
2309;1098;205;;82;;2;Condenser attachment
2310;1098;205;;82;;2;Condenser attachment
2311;1099;526;;82;;4;Condenser attachment
2312;1099;526;;82;;4;Condenser attachment
2313;1100;164;;82;;2;Condenser attachment
2314;1100;164;;82;;2;Condenser attachment
2315;1101;1302;;82;;1;
2316;1101;1302;;82;;1;
2317;1102;493;;82;;2;CHAMPION
2318;1102;493;;82;;2;CHAMPION
2319;1103;477;;82;;2;CHAMPION
2320;1103;477;;82;;2;CHAMPION
2321;1103;570;;82;suppressed (FRANCE);2;MERIT-WORKE
2322;1103;570;;82;suppressed (FRANCE);2;MERIT-WORKE
2323;1104;1329;;82;;1;
2324;1104;1329;;82;;1;
2325;1105;1330;;82;flasher unit;1;
2326;1105;1330;;82;flasher unit;1;
2327;1106;563;;82;;1;Flasher unit attach.
2328;1106;563;;82;;1;Flasher unit attach.
2329;1107;205;;82;;1;Flasher unit attach.
2330;1107;205;;82;;1;Flasher unit attach.
2331;1108;526;;82;;1;Flasher unit attach.
2332;1108;526;;82;;1;Flasher unit attach.
2333;1109;255;;82;;2;Flasher unit attach.
2334;1109;255;;82;;2;Flasher unit attach.
2335;1110;214;;82;spring to battery carrier;1;
2336;1110;214;;82;spring to battery carrier;1;
2337;1111;1188;;82;;1;
2338;1111;1188;;82;;1;
2339;1112;527;;82;;2;
2340;1112;527;;82;;2;
2341;1113;1339;;82;;1;
2342;1113;1339;;82;;1;
2343;1114;18;;82;;2;Horn attachment
2344;1114;18;;82;;2;Horn attachment
2345;1115;518;;82;;4;Horn attachment
2346;1115;518;;82;;4;Horn attachment
2347;1116;545;;82;;2;Horn attachment
2348;1116;545;;82;;2;Horn attachment
2349;1117;83;;82;;2;Horn attachment
2350;1117;83;;82;;2;Horn attachment
2351;1118;1325;;82;amber;2;
2352;1118;1325;;82;amber;2;
2353;1119;527;;82;;2;Reflector Mounting
2354;1119;527;;82;;2;Reflector Mounting
2355;1120;964;;82;;2;Reflector Mounting
2356;1120;964;;82;;2;Reflector Mounting
2357;1121;1040;;82;;2;Reflector Mounting
2358;1121;1040;;82;;2;Reflector Mounting
2359;1122;1044;;82;;2;
2360;1122;1044;;82;;2;
2361;1123;214;;82;;2;Bracket to frame
2362;1123;214;;82;;2;Bracket to frame
2363;1124;526;;82;;2;Bracket to frame
2364;1124;526;;82;;2;Bracket to frame
2365;1125;164;;82;;2;Bracket to frame
2366;1125;164;;82;;2;Bracket to frame
2367;1126;1313;;82;;1;
2368;1126;1313;;82;;1;
2369;1127;256;;82;rear stop switch;2;
2370;1127;256;;82;rear stop switch;2;
2371;1128;1188;;82;;2;
2372;1128;1188;;82;;2;
2373;1129;1163;;82;;2;
2374;1129;1163;;82;;2;
2375;1130;2;;84;;1;Europe, except France
2376;1130;2;;84;;1;Europe, except France
2377;1130;133;;84;;1;Europe
2378;1130;133;;84;;1;Europe
2379;1130;1352;;84;;1;UK-USA-Canada
2380;1130;1352;;84;;1;UK-USA-Canada
2381;1131;1304;;84;;1;
2382;1131;1304;;84;;1;
2383;1132;6;;84;;1;Europe
2384;1132;6;;84;;1;Europe
2385;1132;1341;;84;;1;UK-USA-Canada
2386;1132;1341;;84;;1;UK-USA-Canada
2387;1133;1303;;84;;6;
2388;1133;1303;;84;;6;
2389;1134;98;;84;;1;Lucas
2390;1134;98;;84;;1;Lucas
2391;1135;339;;84;;1;Lucas
2392;1135;339;;84;;1;Lucas
2393;1136;3;;84;;1;France
2394;1136;3;;84;;1;France
2395;1136;1336;;84;45/35W;1;UK-USA-Canada
2396;1136;1336;;84;45/35W;1;UK-USA-Canada
2397;1137;353;;84;UK-USA-Canada;1;Lucas
2398;1137;353;;84;UK-USA-Canada;1;Lucas
2399;1137;351;;84;Europe;1;Lucas
2400;1137;351;;84;Europe;1;Lucas
2401;1138;1299;;84;;1;
2402;1138;1299;;84;;1;
2403;1139;1335;;84;;1;
2404;1139;1335;;84;;1;
2405;1140;1332;;84;red;1;
2406;1140;1332;;84;red;1;
2407;1141;1333;;84;green;1;
2408;1141;1333;;84;green;1;
2409;1142;1331;;84;amber;1;
2410;1142;1331;;84;amber;1;
2411;1143;1334;;84;;3;
2412;1143;1334;;84;;3;
2413;1144;4;;84;;1;Canada only
2414;1144;4;;84;;1;Canada only
2415;1144;1343;;84;;1;
2416;1144;1343;;84;;1;
2417;1145;1227;;84;headlamp bolt;2;
2418;1145;1227;;84;headlamp bolt;2;
2419;1146;1296;;84;warning light;3;
2420;1146;1296;;84;warning light;3;
2421;1147;1337;;84;headlamp fixing;2;
2422;1147;1337;;84;headlamp fixing;2;
2423;1148;1338;;84;headlamp fixing;2;
2424;1148;1338;;84;headlamp fixing;2;
2425;1149;1300;;84;;1;
2426;1149;1300;;84;;1;
2427;1150;341;;84;;1;Lucas
2428;1150;341;;84;;1;Lucas
2429;1151;980;;84;;1;
2430;1151;980;;84;;1;
2431;1152;480;;84;;1;state serial number
2432;1152;480;;84;;1;state serial number
2433;1153;1205;;84;ignition switch;1;
2434;1153;1205;;84;ignition switch;1;
2435;1154;134;;84;;4;
2436;1154;134;;84;;4;
2437;1155;132;;84;;1;
2438;1155;132;;84;;1;
2439;1156;343;;84;;1;Lucas
2440;1156;343;;84;;1;Lucas
2441;1157;345;;84;;1;Lucas
2442;1157;345;;84;;1;Lucas
2443;1158;405;;84;;1;Lucas
2444;1158;405;;84;;1;Lucas
2445;1159;1327;;84;;1;
2446;1159;1327;;84;;1;
2447;1160;1328;;84;;2;
2448;1160;1328;;84;;2;
2449;1161;138;;84;flasher lamp rear;2;
2450;1161;138;;84;flasher lamp rear;2;
2451;1161;1340;;84;flasher lamp front;2;
2452;1161;1340;;84;flasher lamp front;2;
2453;1162;1067;;84;;1;
2454;1162;1067;;84;;1;
2455;1163;986;;84;;1;
2456;1163;986;;84;;1;
2457;1164;996;;84;;1;
2458;1164;996;;84;;1;
2459;1165;997;;84;;1;
2460;1165;997;;84;;1;
2461;1166;982;;84;;4;
2462;1166;982;;84;;4;
2463;1167;1013;;84;;3;Battery carrier mounting
2464;1167;1013;;84;;3;Battery carrier mounting
2465;1168;973;;84;;3;Battery carrier mounting
2466;1168;973;;84;;3;Battery carrier mounting
2467;1169;83;;84;;1;Battery carrier mounting
2468;1169;83;;84;;1;Battery carrier mounting
2469;1170;513;;84;;1;Battery carrier mounting
2470;1170;513;;84;;1;Battery carrier mounting
2471;1171;137;;84;;1;Not illustrated
2472;1171;137;;84;;1;Not illustrated
2473;1171;661;;84;ignition switch;1;Not illustrated
2474;1171;661;;84;ignition switch;1;Not illustrated
2475;1171;663;;84;warning lights;1;Not illustrated
2476;1171;663;;84;warning lights;1;Not illustrated
2477;1171;665;;84;light switch;1;Not illustrated
2478;1171;665;;84;light switch;1;Not illustrated
2479;1172;1305;;84;;1;
2480;1172;1305;;84;;1;
2481;1173;516;;84;;6;Flasher lamp stanchion
2482;1173;516;;84;;6;Flasher lamp stanchion
2483;1174;272;;84;;6;Flasher lamp stanchion
2484;1174;272;;84;;6;Flasher lamp stanchion
2485;1175;71;;84;;6;Flasher lamp stanchion
2486;1175;71;;84;;6;Flasher lamp stanchion
